chrom1	start1	end1	chrom2	start2	end2	loop_id	source_loop_id	control_count	experimental_count
chr2R	21652441	21654441	chr2R	23246441	23248441	L9_random_9	L9	1	0
chr2R	21694659	21696659	chr2R	23288659	23290659	L9_random_10	L9	0	2
chr2R	15177428	15179428	chr2R	16771428	16773428	L9_random_11	L9	0	0
chr2R	19637869	19639869	chr2R	21231869	21233869	L9_random_12	L9	0	0
chr2R	20316031	20318031	chr2R	21910031	21912031	L9_random_13	L9	0	0
chr2R	8705754	8707754	chr2R	10299754	10301754	L9_random_14	L9	1	0
chr2R	4414727	4416727	chr2R	6008727	6010727	L9_random_15	L9	0	0
chr2R	14984552	14986552	chr2R	16578552	16580552	L9_random_16	L9	2	4
chr2R	6434023	6436023	chr2R	8028023	8030023	L9_random_17	L9	1	1
chr2R	2793555	2795555	chr2R	4387555	4389555	L9_random_18	L9	1	0
chr2R	8338605	8340605	chr2R	9932605	9934605	L9_random_19	L9	0	0
chr2R	15835626	15837626	chr2R	17429626	17431626	L9_random_20	L9	1	1
chr2R	4799293	4801293	chr2R	6393293	6395293	L9_random_21	L9	1	0
chr2R	14438604	14440604	chr2R	16032604	16034604	L9_random_22	L9	0	0
chr2R	10375372	10377372	chr2R	11969372	11971372	L9_random_23	L9	0	1
chr2R	18296699	18298699	chr2R	19890699	19892699	L9_random_24	L9	0	0
chr2R	20654410	20656410	chr2R	22248410	22250410	L9_random_25	L9	0	1
chr2R	2450473	2452473	chr2R	4044473	4046473	L9_random_26	L9	0	0
chr2R	18559341	18561341	chr2R	20153341	20155341	L9_random_27	L9	1	2
chr2R	20040927	20042927	chr2R	21634927	21636927	L9_random_28	L9	0	0
chr2R	17237303	17239303	chr2R	18831303	18833303	L9_random_29	L9	0	1
chr2R	16373093	16375093	chr2R	17967093	17969093	L9_random_30	L9	0	0
chr2R	22894861	22896861	chr2R	24488861	24490861	L9_random_31	L9	1	3
chr2R	19722352	19724352	chr2R	21316352	21318352	L9_random_32	L9	2	0
chr2R	9827406	9829406	chr2R	11421406	11423406	L9_random_33	L9	1	2
chr2R	6291402	6293402	chr2R	7885402	7887402	L9_random_34	L9	0	0
chr2R	8772461	8774461	chr2R	10366461	10368461	L9_random_35	L9	0	1
chr2R	10425465	10427465	chr2R	12019465	12021465	L9_random_36	L9	0	0
chr2R	11313286	11315286	chr2R	12907286	12909286	L9_random_37	L9	1	0
chr2R	6549000	6551000	chr2R	8143000	8145000	L9_random_38	L9	1	0
chr2R	12773023	12775023	chr2R	14367023	14369023	L9_random_39	L9	0	0
chr2R	10977467	10979467	chr2R	12571467	12573467	L9_random_40	L9	0	2
chr2R	10388718	10390718	chr2R	11982718	11984718	L9_random_41	L9	0	0
chr2R	12319329	12321329	chr2R	13913329	13915329	L9_random_42	L9	0	0
chr2R	240728	242728	chr2R	1834728	1836728	L9_random_43	L9	0	0
chr2R	14645762	14647762	chr2R	16239762	16241762	L9_random_44	L9	2	0
chr2R	10501306	10503306	chr2R	12095306	12097306	L9_random_45	L9	0	1
chr2R	21105227	21107227	chr2R	22699227	22701227	L9_random_46	L9	0	0
chr2R	7237859	7239859	chr2R	8831859	8833859	L9_random_47	L9	0	0
chr2R	3916421	3918421	chr2R	5510421	5512421	L9_random_48	L9	2	2
chr2R	13504060	13506060	chr2R	15098060	15100060	L9_random_49	L9	0	0
chr2R	5838328	5840328	chr2R	7432328	7434328	L9_random_50	L9	0	0
chr2R	3944518	3946518	chr2R	5538518	5540518	L9_random_51	L9	0	0
chr2R	18680223	18682223	chr2R	20274223	20276223	L9_random_52	L9	0	0
chr2R	2391259	2393259	chr2R	3985259	3987259	L9_random_53	L9	0	0
chr2R	7689563	7691563	chr2R	9283563	9285563	L9_random_54	L9	0	0
chr2R	19365792	19367792	chr2R	20959792	20961792	L9_random_55	L9	1	1
chr2R	22114235	22116235	chr2R	23708235	23710235	L9_random_56	L9	0	3
chr2R	9881782	9883782	chr2R	11475782	11477782	L9_random_57	L9	0	1
chr2R	23253580	23255580	chr2R	24847580	24849580	L9_random_58	L9	0	1
chr2R	1946875	1948875	chr2R	3540875	3542875	L9_random_59	L9	0	0
chr2R	120540	122540	chr2R	1714540	1716540	L9_random_60	L9	0	1
chr2R	3525039	3527039	chr2R	5119039	5121039	L9_random_61	L9	0	0
chr2R	6791293	6793293	chr2R	8385293	8387293	L9_random_62	L9	0	0
chr2R	23618846	23620846	chr2R	25212846	25214846	L9_random_63	L9	2	3
chr2R	15468785	15470785	chr2R	17062785	17064785	L9_random_64	L9	2	0
chr2R	6375047	6377047	chr2R	7969047	7971047	L9_random_65	L9	0	0
chr2R	2624776	2626776	chr2R	4218776	4220776	L9_random_66	L9	0	0
chr2R	17896318	17898318	chr2R	19490318	19492318	L9_random_67	L9	0	0
chr2R	18506355	18508355	chr2R	20100355	20102355	L9_random_68	L9	0	0
chr2R	1283063	1285063	chr2R	2877063	2879063	L9_random_69	L9	1	0
chr2R	8391724	8393724	chr2R	9985724	9987724	L9_random_70	L9	1	3
chr2R	20931301	20933301	chr2R	22525301	22527301	L9_random_71	L9	2	0
chr2R	11326656	11328656	chr2R	12920656	12922656	L9_random_72	L9	0	1
chr2R	16755133	16757133	chr2R	18349133	18351133	L9_random_73	L9	0	0
chr2R	10672427	10674427	chr2R	12266427	12268427	L9_random_74	L9	0	0
chr2R	15921039	15923039	chr2R	17515039	17517039	L9_random_75	L9	0	1
chr2R	16832202	16834202	chr2R	18426202	18428202	L9_random_76	L9	0	2
chr2R	3408173	3410173	chr2R	5002173	5004173	L9_random_77	L9	0	0
chr2R	20363327	20365327	chr2R	21957327	21959327	L9_random_78	L9	2	3
chr2R	10277098	10279098	chr2R	11871098	11873098	L9_random_79	L9	0	0
chr2R	21915181	21917181	chr2R	23509181	23511181	L9_random_80	L9	1	0
chr2R	12127627	12129627	chr2R	13721627	13723627	L9_random_81	L9	0	0
chr2R	9743644	9745644	chr2R	11337644	11339644	L9_random_82	L9	0	1
chr2R	13129749	13131749	chr2R	14723749	14725749	L9_random_83	L9	1	0
chr2R	6329480	6331480	chr2R	7923480	7925480	L9_random_84	L9	0	1
chr2R	17604653	17606653	chr2R	19198653	19200653	L9_random_85	L9	0	1
chr2R	14916757	14918757	chr2R	16510757	16512757	L9_random_86	L9	1	1
chr2R	2653933	2655933	chr2R	4247933	4249933	L9_random_87	L9	0	0
chr2R	2422409	2424409	chr2R	4016409	4018409	L9_random_88	L9	0	0
chr2R	13260231	13262231	chr2R	14854231	14856231	L9_random_89	L9	0	0
chr2R	16189360	16191360	chr2R	17783360	17785360	L9_random_90	L9	4	2
chr2R	15194526	15196526	chr2R	16788526	16790526	L9_random_91	L9	0	1
chr2R	11774707	11776707	chr2R	13368707	13370707	L9_random_92	L9	1	0
chr2R	17572282	17574282	chr2R	19166282	19168282	L9_random_93	L9	1	2
chr2R	21222115	21224115	chr2R	22816115	22818115	L9_random_94	L9	0	3
chr2R	20088444	20090444	chr2R	21682444	21684444	L9_random_95	L9	4	1
chr2R	17284258	17286258	chr2R	18878258	18880258	L9_random_96	L9	0	0
chr2R	6132891	6134891	chr2R	7726891	7728891	L9_random_97	L9	0	0
chr2R	1596258	1598258	chr2R	3190258	3192258	L9_random_98	L9	1	4
chr2R	5754316	5756316	chr2R	7348316	7350316	L9_random_99	L9	0	1
chr2R	7943425	7945425	chr2R	9537425	9539425	L9_random_100	L9	2	0
chr2R	16509584	16511584	chr2R	18103584	18105584	L9_random_101	L9	1	3
chr2R	4743157	4745157	chr2R	6337157	6339157	L9_random_102	L9	0	0
chr2R	13279902	13281902	chr2R	14873902	14875902	L9_random_103	L9	0	0
chr2R	10708336	10710336	chr2R	12302336	12304336	L9_random_104	L9	1	3
chr2R	7990078	7992078	chr2R	9584078	9586078	L9_random_105	L9	2	0
chr2R	19185387	19187387	chr2R	20779387	20781387	L9_random_106	L9	0	0
chr2R	9886364	9888364	chr2R	11480364	11482364	L9_random_107	L9	0	0
chr2R	20705948	20707948	chr2R	22299948	22301948	L9_random_108	L9	1	0
chr2R	13415870	13417870	chr2R	15009870	15011870	L9_random_109	L9	0	0
chr2R	16492417	16494417	chr2R	18086417	18088417	L9_random_110	L9	0	0
chr2R	3447157	3449157	chr2R	5041157	5043157	L9_random_111	L9	0	0
chr2R	7543383	7545383	chr2R	9137383	9139383	L9_random_112	L9	0	1
chr2R	17842285	17844285	chr2R	19436285	19438285	L9_random_113	L9	1	1
chr2R	13877863	13879863	chr2R	15471863	15473863	L9_random_114	L9	2	1
chr2R	15128001	15130001	chr2R	16722001	16724001	L9_random_115	L9	0	1
chr2R	7267487	7269487	chr2R	8861487	8863487	L9_random_116	L9	0	0
chr2R	22519055	22521055	chr2R	24113055	24115055	L9_random_117	L9	0	1
chr2R	9531184	9533184	chr2R	11125184	11127184	L9_random_118	L9	0	0
chr2R	5055947	5057947	chr2R	6649947	6651947	L9_random_119	L9	1	0
chr2R	8127860	8129860	chr2R	9721860	9723860	L9_random_120	L9	0	0
chr2R	1174781	1176781	chr2R	2768781	2770781	L9_random_121	L9	0	0
chr2R	11695802	11697802	chr2R	13289802	13291802	L9_random_122	L9	1	0
chr2R	9398826	9400826	chr2R	10992826	10994826	L9_random_123	L9	0	1
chr2R	23115576	23117576	chr2R	24709576	24711576	L9_random_124	L9	0	0
chr2R	19013262	19015262	chr2R	20607262	20609262	L9_random_125	L9	0	0
chr2R	3233264	3235264	chr2R	4827264	4829264	L9_random_126	L9	0	0
chr2R	21242964	21244964	chr2R	22836964	22838964	L9_random_127	L9	2	2
chr2R	18904480	18906480	chr2R	20498480	20500480	L9_random_128	L9	2	0
chr2R	8971646	8973646	chr2R	10565646	10567646	L9_random_129	L9	0	0
chr2R	319279	321279	chr2R	1913279	1915279	L9_random_130	L9	1	1
chr2R	23662106	23664106	chr2R	25256106	25258106	L9_random_131	L9	0	1
chr2R	2181076	2183076	chr2R	3775076	3777076	L9_random_132	L9	1	0
chr2R	3618398	3620398	chr2R	5212398	5214398	L9_random_133	L9	0	0
chr2R	21581937	21583937	chr2R	23175937	23177937	L9_random_134	L9	1	0
chr2R	19400368	19402368	chr2R	20994368	20996368	L9_random_135	L9	1	1
chr2R	1126054	1128054	chr2R	2720054	2722054	L9_random_136	L9	0	0
chr2R	15953107	15955107	chr2R	17547107	17549107	L9_random_137	L9	2	3
chr2R	5174490	5176490	chr2R	6768490	6770490	L9_random_138	L9	2	0
chr2R	3628730	3630730	chr2R	5222730	5224730	L9_random_139	L9	0	1
chr2R	862298	864298	chr2R	2456298	2458298	L9_random_140	L9	0	0
chr2R	12947096	12949096	chr2R	14541096	14543096	L9_random_141	L9	0	1
chr2R	19717351	19719351	chr2R	21311351	21313351	L9_random_142	L9	0	0
chr2R	8896578	8898578	chr2R	10490578	10492578	L9_random_143	L9	0	0
chr2R	3890331	3892331	chr2R	5484331	5486331	L9_random_144	L9	0	0
chr2R	13716816	13718816	chr2R	15310816	15312816	L9_random_145	L9	0	2
chr2R	14340032	14342032	chr2R	15934032	15936032	L9_random_146	L9	2	0
chr2R	10428296	10430296	chr2R	12022296	12024296	L9_random_147	L9	1	2
chr2R	17679581	17681581	chr2R	19273581	19275581	L9_random_148	L9	0	0
chr2R	1228178	1230178	chr2R	2822178	2824178	L9_random_149	L9	0	0
chr2R	2519509	2521509	chr2R	4113509	4115509	L9_random_150	L9	0	0
chr2R	1875387	1877387	chr2R	3469387	3471387	L9_random_151	L9	0	0
chr2R	2497666	2499666	chr2R	4091666	4093666	L9_random_152	L9	0	1
chr2R	11698238	11700238	chr2R	13292238	13294238	L9_random_153	L9	0	0
chr2R	6308763	6310763	chr2R	7902763	7904763	L9_random_154	L9	0	0
chr2R	18255800	18257800	chr2R	19849800	19851800	L9_random_155	L9	0	0
chr2R	13750159	13752159	chr2R	15344159	15346159	L9_random_156	L9	0	0
chr2R	8880201	8882201	chr2R	10474201	10476201	L9_random_157	L9	1	0
chr2R	2612197	2614197	chr2R	4206197	4208197	L9_random_158	L9	0	0
chr2R	7923960	7925960	chr2R	9517960	9519960	L9_random_159	L9	1	0
chr2R	15659676	15661676	chr2R	17253676	17255676	L9_random_160	L9	0	0
chr2R	7386955	7388955	chr2R	8980955	8982955	L9_random_161	L9	0	1
chr2R	1839323	1841323	chr2R	3433323	3435323	L9_random_162	L9	0	0
chr2R	13254204	13256204	chr2R	14848204	14850204	L9_random_163	L9	2	1
chr2R	13359042	13361042	chr2R	14953042	14955042	L9_random_164	L9	1	0
chr2R	5493334	5495334	chr2R	7087334	7089334	L9_random_165	L9	0	1
chr2R	5031459	5033459	chr2R	6625459	6627459	L9_random_166	L9	1	0
chr2R	13956900	13958900	chr2R	15550900	15552900	L9_random_167	L9	0	1
chr2R	6585356	6587356	chr2R	8179356	8181356	L9_random_168	L9	0	0
chr2R	14293595	14295595	chr2R	15887595	15889595	L9_random_169	L9	0	0
chr2R	19970038	19972038	chr2R	21564038	21566038	L9_random_170	L9	2	0
chr2R	10520926	10522926	chr2R	12114926	12116926	L9_random_171	L9	1	0
chr2R	12403232	12405232	chr2R	13997232	13999232	L9_random_172	L9	0	0
chr2R	14367821	14369821	chr2R	15961821	15963821	L9_random_173	L9	5	2
chr2R	10395387	10397387	chr2R	11989387	11991387	L9_random_174	L9	1	0
chr2R	4615524	4617524	chr2R	6209524	6211524	L9_random_175	L9	0	2
chr2R	21523731	21525731	chr2R	23117731	23119731	L9_random_176	L9	0	0
chr2R	11263712	11265712	chr2R	12857712	12859712	L9_random_177	L9	0	0
chr2R	11453351	11455351	chr2R	13047351	13049351	L9_random_178	L9	0	0
chr2R	4481862	4483862	chr2R	6075862	6077862	L9_random_179	L9	0	0
chr2R	20089733	20091733	chr2R	21683733	21685733	L9_random_180	L9	4	1
chr2R	11944679	11946679	chr2R	13538679	13540679	L9_random_181	L9	0	0
chr2R	21960883	21962883	chr2R	23554883	23556883	L9_random_182	L9	1	1
chr2R	14532423	14534423	chr2R	16126423	16128423	L9_random_183	L9	0	0
chr2R	1077759	1079759	chr2R	2671759	2673759	L9_random_184	L9	1	0
chr2R	19780218	19782218	chr2R	21374218	21376218	L9_random_185	L9	1	0
chr2R	5388894	5390894	chr2R	6982894	6984894	L9_random_186	L9	0	0
chr2R	11400387	11402387	chr2R	12994387	12996387	L9_random_187	L9	0	0
chr2R	16807648	16809648	chr2R	18401648	18403648	L9_random_188	L9	2	2
chr2R	12301632	12303632	chr2R	13895632	13897632	L9_random_189	L9	0	1
chr2R	17662021	17664021	chr2R	19256021	19258021	L9_random_190	L9	0	1
chr2R	21649456	21651456	chr2R	23243456	23245456	L9_random_191	L9	0	1
chr2R	18632682	18634682	chr2R	20226682	20228682	L9_random_192	L9	0	2
chr2R	4355136	4357136	chr2R	5949136	5951136	L9_random_193	L9	0	0
chr2R	20117867	20119867	chr2R	21711867	21713867	L9_random_194	L9	1	0
chr2R	11592792	11594792	chr2R	13186792	13188792	L9_random_195	L9	0	0
chr2R	1662553	1664553	chr2R	3256553	3258553	L9_random_196	L9	0	0
chr2R	9087296	9089296	chr2R	10681296	10683296	L9_random_197	L9	0	1
chr2R	11810772	11812772	chr2R	13404772	13406772	L9_random_198	L9	0	1
chr2R	14078297	14080297	chr2R	15672297	15674297	L9_random_199	L9	0	0
chr2R	10770038	10772038	chr2R	12364038	12366038	L9_random_200	L9	2	0
chr2R	9073722	9075722	chr2R	10667722	10669722	L9_random_201	L9	0	0
chr2R	3405053	3407053	chr2R	4999053	5001053	L9_random_202	L9	0	0
chr2R	21532098	21534098	chr2R	23126098	23128098	L9_random_203	L9	0	1
chr2R	21500971	21502971	chr2R	23094971	23096971	L9_random_204	L9	1	0
chr2R	3234956	3236956	chr2R	4828956	4830956	L9_random_205	L9	0	0
chr2R	4191777	4193777	chr2R	5785777	5787777	L9_random_206	L9	0	0
chr2R	21158441	21160441	chr2R	22752441	22754441	L9_random_207	L9	0	1
chr2R	14634350	14636350	chr2R	16228350	16230350	L9_random_208	L9	0	2
chr2R	1191829	1193829	chr2R	2785829	2787829	L9_random_209	L9	0	0
chr2R	14929852	14931852	chr2R	16523852	16525852	L9_random_210	L9	0	0
chr2R	16754990	16756990	chr2R	18348990	18350990	L9_random_211	L9	0	0
chr2R	5410692	5412692	chr2R	7004692	7006692	L9_random_212	L9	0	0
chr2R	8887970	8889970	chr2R	10481970	10483970	L9_random_213	L9	0	2
chr2R	18522627	18524627	chr2R	20116627	20118627	L9_random_214	L9	1	0
chr2R	8675703	8677703	chr2R	10269703	10271703	L9_random_215	L9	1	0
chr2R	14447217	14449217	chr2R	16041217	16043217	L9_random_216	L9	0	0
chr2R	17823123	17825123	chr2R	19417123	19419123	L9_random_217	L9	0	0
chr2R	19674893	19676893	chr2R	21268893	21270893	L9_random_218	L9	2	0
chr2R	35487	37487	chr2R	1629487	1631487	L9_random_219	L9	3	0
chr2R	8410136	8412136	chr2R	10004136	10006136	L9_random_220	L9	0	1
chr2R	15248786	15250786	chr2R	16842786	16844786	L9_random_221	L9	0	2
chr2R	10522788	10524788	chr2R	12116788	12118788	L9_random_222	L9	1	1
chr2R	13538227	13540227	chr2R	15132227	15134227	L9_random_223	L9	1	2
chr2R	12262686	12264686	chr2R	13856686	13858686	L9_random_224	L9	2	1
chr2R	8377815	8379815	chr2R	9971815	9973815	L9_random_225	L9	0	0
chr2R	9931536	9933536	chr2R	11525536	11527536	L9_random_226	L9	1	0
chr2R	23556067	23558067	chr2R	25150067	25152067	L9_random_227	L9	0	0
chr2R	9028129	9030129	chr2R	10622129	10624129	L9_random_228	L9	0	0
chr2R	14393659	14395659	chr2R	15987659	15989659	L9_random_229	L9	0	0
chr2R	22435048	22437048	chr2R	24029048	24031048	L9_random_230	L9	0	1
chr2R	7180645	7182645	chr2R	8774645	8776645	L9_random_231	L9	1	0
chr2R	1464437	1466437	chr2R	3058437	3060437	L9_random_232	L9	0	0
chr2R	12910239	12912239	chr2R	14504239	14506239	L9_random_233	L9	2	1
chr2R	11296835	11298835	chr2R	12890835	12892835	L9_random_234	L9	0	0
chr2R	3337080	3339080	chr2R	4931080	4933080	L9_random_235	L9	0	2
chr2R	11222829	11224829	chr2R	12816829	12818829	L9_random_236	L9	0	0
chr2R	17394701	17396701	chr2R	18988701	18990701	L9_random_237	L9	0	0
chr2R	15432478	15434478	chr2R	17026478	17028478	L9_random_238	L9	1	1
chr2R	6551752	6553752	chr2R	8145752	8147752	L9_random_239	L9	2	0
chr2R	2084202	2086202	chr2R	3678202	3680202	L9_random_240	L9	0	0
chr2R	6089356	6091356	chr2R	7683356	7685356	L9_random_241	L9	0	0
chr2R	10998974	11000974	chr2R	12592974	12594974	L9_random_242	L9	0	0
chr2R	19655269	19657269	chr2R	21249269	21251269	L9_random_243	L9	0	0
chr2R	10059627	10061627	chr2R	11653627	11655627	L9_random_244	L9	3	0
chr2R	15513022	15515022	chr2R	17107022	17109022	L9_random_245	L9	2	0
chr2R	6875130	6877130	chr2R	8469130	8471130	L9_random_246	L9	2	2
chr2R	20673460	20675460	chr2R	22267460	22269460	L9_random_247	L9	0	0
chr2R	8121861	8123861	chr2R	9715861	9717861	L9_random_248	L9	0	1
chr2R	13492605	13494605	chr2R	15086605	15088605	L9_random_249	L9	1	0
chr2R	14756214	14758214	chr2R	16350214	16352214	L9_random_250	L9	1	0
chr2R	21237466	21239466	chr2R	22831466	22833466	L9_random_251	L9	2	0
chr2R	7220562	7222562	chr2R	8814562	8816562	L9_random_252	L9	0	0
chr2R	11272528	11274528	chr2R	12866528	12868528	L9_random_253	L9	0	1
chr2R	4464272	4466272	chr2R	6058272	6060272	L9_random_254	L9	0	0
chr2R	19879781	19881781	chr2R	21473781	21475781	L9_random_255	L9	1	0
chr2R	3577957	3579957	chr2R	5171957	5173957	L9_random_256	L9	1	0
chr2R	21047468	21049468	chr2R	22641468	22643468	L9_random_257	L9	2	2
chr2R	12752764	12754764	chr2R	14346764	14348764	L9_random_258	L9	1	1
chr2R	10704445	10706445	chr2R	12298445	12300445	L9_random_259	L9	1	3
chr2R	3154781	3156781	chr2R	4748781	4750781	L9_random_260	L9	0	0
chr2R	17708227	17710227	chr2R	19302227	19304227	L9_random_261	L9	1	1
chr2R	6162789	6164789	chr2R	7756789	7758789	L9_random_262	L9	0	1
chr2R	9698843	9700843	chr2R	11292843	11294843	L9_random_263	L9	2	2
chr2R	12432605	12434605	chr2R	14026605	14028605	L9_random_264	L9	2	0
chr2R	10069627	10071627	chr2R	11663627	11665627	L9_random_265	L9	0	1
chr2R	6530880	6532880	chr2R	8124880	8126880	L9_random_266	L9	0	0
chr2R	5649719	5651719	chr2R	7243719	7245719	L9_random_267	L9	1	0
chr2R	2814320	2816320	chr2R	4408320	4410320	L9_random_268	L9	1	0
chr2R	15410687	15412687	chr2R	17004687	17006687	L9_random_269	L9	1	0
chr2R	14899325	14901325	chr2R	16493325	16495325	L9_random_270	L9	0	0
chr2R	20314949	20316949	chr2R	21908949	21910949	L9_random_271	L9	0	0
chr2R	11433388	11435388	chr2R	13027388	13029388	L9_random_272	L9	0	0
chr2R	21122495	21124495	chr2R	22716495	22718495	L9_random_273	L9	1	1
chr2R	18238248	18240248	chr2R	19832248	19834248	L9_random_274	L9	0	1
chr2R	14153350	14155350	chr2R	15747350	15749350	L9_random_275	L9	0	2
chr2R	2815849	2817849	chr2R	4409849	4411849	L9_random_276	L9	1	0
chr2R	4827195	4829195	chr2R	6421195	6423195	L9_random_277	L9	0	0
chr2R	18018874	18020874	chr2R	19612874	19614874	L9_random_278	L9	0	0
chr2R	7347965	7349965	chr2R	8941965	8943965	L9_random_279	L9	1	0
chr2R	16513016	16515016	chr2R	18107016	18109016	L9_random_280	L9	1	1
chr2R	5629394	5631394	chr2R	7223394	7225394	L9_random_281	L9	0	0
chr2R	21212737	21214737	chr2R	22806737	22808737	L9_random_282	L9	2	2
chr2R	5779917	5781917	chr2R	7373917	7375917	L9_random_283	L9	0	1
chr2R	11197347	11199347	chr2R	12791347	12793347	L9_random_284	L9	0	0
chr2R	15211075	15213075	chr2R	16805075	16807075	L9_random_285	L9	2	0
chr2R	13461946	13463946	chr2R	15055946	15057946	L9_random_286	L9	0	0
chr2R	3835791	3837791	chr2R	5429791	5431791	L9_random_287	L9	0	0
chr2R	10396341	10398341	chr2R	11990341	11992341	L9_random_288	L9	1	0
chr2R	17504612	17506612	chr2R	19098612	19100612	L9_random_289	L9	0	0
chr2R	6794369	6796369	chr2R	8388369	8390369	L9_random_290	L9	0	0
chr2R	13975084	13977084	chr2R	15569084	15571084	L9_random_291	L9	2	2
chr2R	18624803	18626803	chr2R	20218803	20220803	L9_random_292	L9	0	0
chr2R	22048998	22050998	chr2R	23642998	23644998	L9_random_293	L9	0	0
chr2R	9207249	9209249	chr2R	10801249	10803249	L9_random_294	L9	0	0
chr2R	8700207	8702207	chr2R	10294207	10296207	L9_random_295	L9	0	1
chr2R	20682273	20684273	chr2R	22276273	22278273	L9_random_296	L9	0	0
chr2R	688412	690412	chr2R	2282412	2284412	L9_random_297	L9	0	0
chr2R	13902789	13904789	chr2R	15496789	15498789	L9_random_298	L9	0	1
chr2R	11257031	11259031	chr2R	12851031	12853031	L9_random_299	L9	1	2
chr2R	17566837	17568837	chr2R	19160837	19162837	L9_random_300	L9	0	3
chr2R	22673415	22675415	chr2R	24267415	24269415	L9_random_301	L9	0	0
chr2R	10039642	10041642	chr2R	11633642	11635642	L9_random_302	L9	0	1
chr2R	18141433	18143433	chr2R	19735433	19737433	L9_random_303	L9	0	0
chr2R	3505642	3507642	chr2R	5099642	5101642	L9_random_304	L9	0	0
chr2R	4566296	4568296	chr2R	6160296	6162296	L9_random_305	L9	0	0
chr2R	15655106	15657106	chr2R	17249106	17251106	L9_random_306	L9	0	0
chr2R	10085273	10087273	chr2R	11679273	11681273	L9_random_307	L9	1	0
chr2R	616965	618965	chr2R	2210965	2212965	L9_random_308	L9	0	0
chr2R	5381063	5383063	chr2R	6975063	6977063	L9_random_309	L9	0	0
chr2R	21214571	21216571	chr2R	22808571	22810571	L9_random_310	L9	0	0
chr2R	16259129	16261129	chr2R	17853129	17855129	L9_random_311	L9	0	0
chr2R	19749614	19751614	chr2R	21343614	21345614	L9_random_312	L9	0	0
chr2R	7822427	7824427	chr2R	9416427	9418427	L9_random_313	L9	1	1
chr2R	2628887	2630887	chr2R	4222887	4224887	L9_random_314	L9	0	0
chr2R	14243446	14245446	chr2R	15837446	15839446	L9_random_315	L9	0	0
chr2R	20122691	20124691	chr2R	21716691	21718691	L9_random_316	L9	0	0
chr2R	22040021	22042021	chr2R	23634021	23636021	L9_random_317	L9	0	0
chr2R	3913888	3915888	chr2R	5507888	5509888	L9_random_318	L9	1	0
chr2R	17927609	17929609	chr2R	19521609	19523609	L9_random_319	L9	2	1
chr2R	15166266	15168266	chr2R	16760266	16762266	L9_random_320	L9	1	0
chr2R	7150025	7152025	chr2R	8744025	8746025	L9_random_321	L9	0	0
chr2R	7946033	7948033	chr2R	9540033	9542033	L9_random_322	L9	1	0
chr2R	7100022	7102022	chr2R	8694022	8696022	L9_random_323	L9	0	0
chr2R	17716443	17718443	chr2R	19310443	19312443	L9_random_324	L9	0	0
chr2R	18377815	18379815	chr2R	19971815	19973815	L9_random_325	L9	0	1
chr2R	17075414	17077414	chr2R	18669414	18671414	L9_random_326	L9	0	1
chr2R	13275725	13277725	chr2R	14869725	14871725	L9_random_327	L9	0	0
chr2R	7714535	7716535	chr2R	9308535	9310535	L9_random_328	L9	1	0
chr2R	624416	626416	chr2R	2218416	2220416	L9_random_329	L9	0	0
chr2R	6035109	6037109	chr2R	7629109	7631109	L9_random_330	L9	2	2
chr2R	17681939	17683939	chr2R	19275939	19277939	L9_random_331	L9	3	0
chr2R	19333358	19335358	chr2R	20927358	20929358	L9_random_332	L9	1	0
chr2R	21012688	21014688	chr2R	22606688	22608688	L9_random_333	L9	2	2
chr2R	5859223	5861223	chr2R	7453223	7455223	L9_random_334	L9	2	2
chr2R	14340052	14342052	chr2R	15934052	15936052	L9_random_335	L9	2	0
chr2R	6016497	6018497	chr2R	7610497	7612497	L9_random_336	L9	1	1
chr2R	12875898	12877898	chr2R	14469898	14471898	L9_random_337	L9	0	0
chr2R	17232682	17234682	chr2R	18826682	18828682	L9_random_338	L9	0	1
chr2R	17927955	17929955	chr2R	19521955	19523955	L9_random_339	L9	2	1
chr2R	9217121	9219121	chr2R	10811121	10813121	L9_random_340	L9	0	0
chr2R	19453390	19455390	chr2R	21047390	21049390	L9_random_341	L9	0	2
chr2R	21299079	21301079	chr2R	22893079	22895079	L9_random_342	L9	0	2
chr2R	2937448	2939448	chr2R	4531448	4533448	L9_random_343	L9	0	1
chr2R	5643595	5645595	chr2R	7237595	7239595	L9_random_344	L9	0	0
chr2R	11602024	11604024	chr2R	13196024	13198024	L9_random_345	L9	0	1
chr2R	16152064	16154064	chr2R	17746064	17748064	L9_random_346	L9	0	0
chr2R	12312872	12314872	chr2R	13906872	13908872	L9_random_347	L9	1	1
chr2R	2496021	2498021	chr2R	4090021	4092021	L9_random_348	L9	0	1
chr2R	20606200	20608200	chr2R	22200200	22202200	L9_random_349	L9	0	0
chr2R	5489292	5491292	chr2R	7083292	7085292	L9_random_350	L9	0	2
chr2R	18254409	18256409	chr2R	19848409	19850409	L9_random_351	L9	0	0
chr2R	4905559	4907559	chr2R	6499559	6501559	L9_random_352	L9	0	0
chr2R	22441243	22443243	chr2R	24035243	24037243	L9_random_353	L9	0	0
chr2R	9515593	9517593	chr2R	11109593	11111593	L9_random_354	L9	0	0
chr2R	6456504	6458504	chr2R	8050504	8052504	L9_random_355	L9	1	1
chr2R	20238695	20240695	chr2R	21832695	21834695	L9_random_356	L9	1	0
chr2R	23617741	23619741	chr2R	25211741	25213741	L9_random_357	L9	2	2
